Supplementary Table 3: Cell metadata for cross-species pancreatic islet analysis

Cell_Name	Species	Individual	Cluster_ID	Baron_Cluster_ID
mouse2_lib1.final_cell_0084	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0085	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0086	mouse	mouse2	ductal	ductal
mouse2_lib1.final_cell_0087	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0088	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0089	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0090	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0091	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0092	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0093	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0094	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0095	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0096	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0097	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0098	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0099	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0100	mouse	mouse2	beta	delta
mouse2_lib1.final_cell_0101	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0102	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0103	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0104	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0105	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0106	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0107	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0108	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0109	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0110	mouse	mouse2	gamma	gamma
mouse2_lib1.final_cell_0111	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0112	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0113	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0114	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0115	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0116	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0117	mouse	mouse2	alpha	beta
mouse2_lib1.final_cell_0118	mouse	mouse2	gamma	gamma
mouse2_lib1.final_cell_0119	mouse	mouse2	gamma	gamma
mouse2_lib1.final_cell_0120	mouse	mouse2	ductal	ductal
mouse2_lib1.final_cell_0121	mouse	mouse2	alpha	beta
mouse2_lib1.final_cell_0122	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0123	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0124	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0125	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0126	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0127	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0128	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0130	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0131	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0132	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0133	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0134	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0135	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0136	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0137	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0138	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0139	mouse	mouse2	alpha	beta
mouse2_lib1.final_cell_0140	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0141	mouse	mouse2	ductal	ductal
mouse2_lib1.final_cell_0142	mouse	mouse2	ductal	ductal
mouse2_lib1.final_cell_0143	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0144	mouse	mouse2	gamma	gamma
mouse2_lib1.final_cell_0145	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0146	mouse	mouse2	gamma	gamma
mouse2_lib1.final_cell_0147	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0148	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0149	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0150	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0151	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0152	mouse	mouse2	ductal	ductal
mouse2_lib1.final_cell_0154	mouse	mouse2	delta	beta
mouse2_lib1.final_cell_0155	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0156	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0157	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0158	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0159	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0160	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0161	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0162	mouse	mouse2	gamma	gamma
mouse2_lib1.final_cell_0163	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0164	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0165	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0166	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0167	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0168	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0169	mouse	mouse2	alpha	delta
mouse2_lib1.final_cell_0170	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0171	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0172	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0173	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0174	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0176	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0177	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0178	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0179	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0180	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0181	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0182	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0183	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0184	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0185	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0186	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0187	mouse	mouse2	acinar	alpha
mouse2_lib1.final_cell_0188	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0189	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0190	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0191	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0192	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0193	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0194	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0195	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0196	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0197	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0198	mouse	mouse2	immune	macrophage
mouse2_lib1.final_cell_0199	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0200	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0201	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0202	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0203	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0204	mouse	mouse2	acinar	gamma
mouse2_lib1.final_cell_0205	mouse	mouse2	immune	macrophage
mouse2_lib1.final_cell_0206	mouse	mouse2	gamma	gamma
mouse2_lib1.final_cell_0207	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0208	mouse	mouse2	immune	macrophage
mouse2_lib1.final_cell_0209	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0210	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0211	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0212	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0213	mouse	mouse2	endothelial	endothelial
mouse2_lib1.final_cell_0214	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0215	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0216	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0217	mouse	mouse2	gamma	gamma
mouse2_lib1.final_cell_0218	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0219	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0221	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0222	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0223	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0224	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0225	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0226	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0227	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0228	mouse	mouse2	beta_er_stress	beta
mouse2_lib1.final_cell_0229	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0230	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0231	mouse	mouse2	gamma	gamma
mouse2_lib1.final_cell_0232	mouse	mouse2	immune	macrophage
mouse2_lib1.final_cell_0233	mouse	mouse2	beta_er_stress	beta
mouse2_lib1.final_cell_0234	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0235	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0236	mouse	mouse2	acinar	delta
mouse2_lib1.final_cell_0238	mouse	mouse2	acinar	beta
mouse2_lib1.final_cell_0239	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0240	mouse	mouse2	endothelial	endothelial
mouse2_lib1.final_cell_0241	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0242	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0243	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0244	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0245	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0246	mouse	mouse2	endothelial	endothelial
mouse2_lib1.final_cell_0247	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0248	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0249	mouse	mouse2	acinar	alpha
mouse2_lib1.final_cell_0250	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0251	mouse	mouse2	immune	macrophage
mouse2_lib1.final_cell_0252	mouse	mouse2	immune	macrophage
mouse2_lib1.final_cell_0253	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0254	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0255	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0256	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0257	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0258	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0259	mouse	mouse2	beta	delta
mouse2_lib1.final_cell_0260	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0261	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0262	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0263	mouse	mouse2	endothelial	endothelial
mouse2_lib1.final_cell_0264	mouse	mouse2	alpha	delta
mouse2_lib1.final_cell_0265	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0266	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0267	mouse	mouse2	ductal	ductal
mouse2_lib1.final_cell_0268	mouse	mouse2	ductal	ductal
mouse2_lib1.final_cell_0269	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0270	mouse	mouse2	endothelial	endothelial
mouse2_lib1.final_cell_0271	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0272	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0273	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0274	mouse	mouse2	endothelial	endothelial
mouse2_lib1.final_cell_0275	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0276	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0277	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0278	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0279	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0281	mouse	mouse2	acinar	beta
mouse2_lib1.final_cell_0282	mouse	mouse2	stellate	quiescent_stellate
mouse2_lib1.final_cell_0283	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0284	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0286	mouse	mouse2	endothelial	endothelial
mouse2_lib1.final_cell_0287	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0288	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0289	mouse	mouse2	acinar	gamma
mouse2_lib1.final_cell_0290	mouse	mouse2	endothelial	endothelial
mouse2_lib1.final_cell_0291	mouse	mouse2	removed	beta
mouse2_lib1.final_cell_0293	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0295	mouse	mouse2	acinar	beta
mouse2_lib1.final_cell_0296	mouse	mouse2	beta	delta
mouse2_lib1.final_cell_0297	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0298	mouse	mouse2	endothelial	endothelial
mouse2_lib1.final_cell_0299	mouse	mouse2	acinar	beta
mouse2_lib1.final_cell_0300	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0303	mouse	mouse2	immune	macrophage
mouse2_lib1.final_cell_0304	mouse	mouse2	alpha	alpha
mouse2_lib1.final_cell_0305	mouse	mouse2	endothelial	endothelial
mouse2_lib1.final_cell_0306	mouse	mouse2	immune	macrophage
mouse2_lib1.final_cell_0307	mouse	mouse2	acinar	beta
mouse2_lib1.final_cell_0308	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0309	mouse	mouse2	acinar	beta
mouse2_lib1.final_cell_0310	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0311	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0312	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0313	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0314	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0315	mouse	mouse2	delta	delta
mouse2_lib1.final_cell_0316	mouse	mouse2	beta	beta
mouse2_lib1.final_cell_0317	mouse	mouse2	stellate	quiescent_stellate
mouse2_lib1.final_cell_0319	mouse	mouse2	endothelial	endothelial
mouse2_lib1.final_cell_0320	mouse	mouse2	endothelial	endothelial
mouse2_lib2.final_cell_0001	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0002	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0003	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0004	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0005	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0006	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0007	mouse	mouse2	ductal	ductal
mouse2_lib2.final_cell_0008	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0009	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0010	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0011	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0012	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0013	mouse	mouse2	alpha	gamma
mouse2_lib2.final_cell_0014	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0015	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0016	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0017	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0018	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0019	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0020	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0021	mouse	mouse2	ductal	ductal
mouse2_lib2.final_cell_0022	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0023	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0024	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0025	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0026	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0027	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0028	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0029	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0030	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0031	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0032	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0033	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0034	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0035	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0037	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0038	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0039	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0040	mouse	mouse2	gamma	gamma
mouse2_lib2.final_cell_0041	mouse	mouse2	gamma	gamma
mouse2_lib2.final_cell_0042	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0043	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0044	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0045	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0046	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0047	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0048	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0049	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0050	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0053	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0054	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0055	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0056	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0057	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0058	mouse	mouse2	alpha	beta
mouse2_lib2.final_cell_0059	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0060	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0061	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0062	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0063	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0064	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0065	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0066	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0067	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0068	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0069	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0070	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0071	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0072	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0073	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0074	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0075	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0076	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0077	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0078	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0079	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0080	mouse	mouse2	stellate	schwann
mouse2_lib2.final_cell_0082	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0083	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0084	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0085	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0086	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0087	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0088	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0089	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0090	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0091	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0092	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0093	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0094	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0095	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0096	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0097	mouse	mouse2	alpha	beta
mouse2_lib2.final_cell_0098	mouse	mouse2	gamma	gamma
mouse2_lib2.final_cell_0099	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0100	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0101	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0102	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0103	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0104	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0105	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0106	mouse	mouse2	acinar	beta
mouse2_lib2.final_cell_0107	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0108	mouse	mouse2	ductal	ductal
mouse2_lib2.final_cell_0109	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0110	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0111	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0113	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0114	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0115	mouse	mouse2	endothelial	endothelial
mouse2_lib2.final_cell_0116	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0117	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0118	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0119	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0120	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0121	mouse	mouse2	beta_er_stress	beta
mouse2_lib2.final_cell_0122	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0123	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0124	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0125	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0126	mouse	mouse2	alpha	beta
mouse2_lib2.final_cell_0127	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0128	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0129	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0130	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0131	mouse	mouse2	gamma	gamma
mouse2_lib2.final_cell_0132	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0133	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0134	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0135	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0136	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0137	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0138	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0139	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0140	mouse	mouse2	immune	macrophage
mouse2_lib2.final_cell_0141	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0143	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0144	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0145	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0146	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0147	mouse	mouse2	endothelial	endothelial
mouse2_lib2.final_cell_0148	mouse	mouse2	endothelial	endothelial
mouse2_lib2.final_cell_0149	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0150	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0151	mouse	mouse2	beta_er_stress	beta
mouse2_lib2.final_cell_0152	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0153	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0154	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0155	mouse	mouse2	alpha	beta
mouse2_lib2.final_cell_0156	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0157	mouse	mouse2	removed	beta
mouse2_lib2.final_cell_0158	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0159	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0160	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0161	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0162	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0163	mouse	mouse2	alpha	delta
mouse2_lib2.final_cell_0164	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0165	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0166	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0167	mouse	mouse2	endothelial	endothelial
mouse2_lib2.final_cell_0168	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0169	mouse	mouse2	gamma	gamma
mouse2_lib2.final_cell_0170	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0171	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0172	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0173	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0174	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0175	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0176	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0177	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0178	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0179	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0181	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0182	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0183	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0184	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0185	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0186	mouse	mouse2	endothelial	endothelial
mouse2_lib2.final_cell_0187	mouse	mouse2	gamma	beta
mouse2_lib2.final_cell_0188	mouse	mouse2	ductal	ductal
mouse2_lib2.final_cell_0189	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0190	mouse	mouse2	beta_er_stress	beta
mouse2_lib2.final_cell_0191	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0192	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0193	mouse	mouse2	removed	beta
mouse2_lib2.final_cell_0194	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0195	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0196	mouse	mouse2	endothelial	endothelial
mouse2_lib2.final_cell_0197	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0198	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0199	mouse	mouse2	immune	endothelial
mouse2_lib2.final_cell_0200	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0201	mouse	mouse2	beta	beta
mouse2_lib2.final_cell_0202	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0203	mouse	mouse2	alpha	alpha
mouse2_lib2.final_cell_0204	mouse	mouse2	stellate	activated_stellate
mouse2_lib2.final_cell_0205	mouse	mouse2	delta	delta
mouse2_lib2.final_cell_0206	mouse	mouse2	alpha	alpha
